18/08/2020	11:00
######	######	######	######
Input parameter	Value		
Start phase (Rad)	0.0000000000
Phase step (Rad)	1.0000000000
End phase (Rad)	50000.0000000000
Pulse 1 start time after trigger (ms)	0.1200000000
Pulse 2 start time after trigger (ms)	0.7200000000
Loop averages	1.0000000000
Sweep rate (Hz/s)	0.0000000000
k_eff  (m^-1)	0.0000000000
Pi pulse (us)	4.5000000000
Pulse separation  (ms)	3.0000000000
######	######	######	######	######
Laser phase (deg)	Average1	Standard Deviation	Average Population	Best fit
12578.429	0.302	NaN	0.302	0.326
12582.198	0.313	NaN	0.313	0.337
12581.711	0.351	NaN	0.351	0.337
12582.609	0.294	NaN	0.294	0.336
12585.828	0.375	NaN	0.375	0.328
12585.448	0.363	NaN	0.363	0.327
12580.880	0.362	NaN	0.362	0.334
12570.886	0.353	NaN	0.353	0.332
12584.842	0.348	NaN	0.348	0.326
12576.917	0.311	NaN	0.311	0.333
12563.316	0.289	NaN	0.289	0.337
12555.467	0.362	NaN	0.362	0.333
12580.001	0.375	NaN	0.375	0.330
12571.549	0.349	NaN	0.349	0.328
12573.723	0.292	NaN	0.292	0.330
12586.964	0.332	NaN	0.332	0.333
12575.726	0.372	NaN	0.372	0.337
12600.550	0.374	NaN	0.374	0.337
12583.698	0.306	NaN	0.306	0.330
12581.855	0.313	NaN	0.313	0.337
12585.800	0.378	NaN	0.378	0.328
12575.797	0.369	NaN	0.369	0.337
12576.537	0.346	NaN	0.346	0.335
12568.712	0.303	NaN	0.303	0.336
12580.823	0.362	NaN	0.362	0.334
12574.827	0.357	NaN	0.357	0.335
12577.708	0.292	NaN	0.292	0.329
12580.687	0.368	NaN	0.368	0.333
12580.586	0.370	NaN	0.370	0.333
12586.632	0.344	NaN	0.344	0.332
12574.303	0.332	NaN	0.332	0.333
12580.953	0.372	NaN	0.372	0.335
12585.597	0.367	NaN	0.367	0.327
12583.431	0.293	NaN	0.293	0.332
12584.484	0.347	NaN	0.347	0.327
12579.824	0.343	NaN	0.343	0.329
12584.484	0.354	NaN	0.354	0.327
12581.605	0.352	NaN	0.352	0.337
12583.949	0.305	NaN	0.305	0.329
12575.880	0.369	NaN	0.369	0.337
12583.754	0.302	NaN	0.302	0.330
12583.273	0.288	NaN	0.288	0.333
12573.452	0.290	NaN	0.290	0.328
12581.559	0.351	NaN	0.351	0.337
12575.194	0.365	NaN	0.365	0.337
12577.427	0.286	NaN	0.286	0.330
12573.915	0.305	NaN	0.305	0.331
12585.477	0.359	NaN	0.359	0.327
12579.197	0.343	NaN	0.343	0.327
12577.404	0.302	NaN	0.302	0.330
12583.086	0.285	NaN	0.285	0.334
12583.679	0.293	NaN	0.293	0.331
12583.034	0.289	NaN	0.289	0.334
12574.916	0.358	NaN	0.358	0.336
12586.158	0.362	NaN	0.362	0.329
12579.608	0.350	NaN	0.350	0.328
12578.509	0.291	NaN	0.291	0.326
12579.895	0.346	NaN	0.346	0.329
12579.640	0.342	NaN	0.342	0.328
12587.534	0.290	NaN	0.290	0.336
12577.374	0.291	NaN	0.291	0.331
12575.255	0.355	NaN	0.355	0.337
12576.233	0.364	NaN	0.364	0.336
12576.403	0.325	NaN	0.325	0.335
12577.965	0.286	NaN	0.286	0.328
12578.722	0.295	NaN	0.295	0.326
12573.132	0.285	NaN	0.285	0.327
12572.900	0.285	NaN	0.285	0.327
12585.445	0.371	NaN	0.371	0.327
12577.307	0.287	NaN	0.287	0.331
12602.192	0.333	NaN	0.333	0.332
12581.692	0.345	NaN	0.345	0.337
12583.581	0.297	NaN	0.297	0.331
12580.301	0.372	NaN	0.372	0.331
12583.182	0.287	NaN	0.287	0.333
12588.577	0.294	NaN	0.294	0.337
12587.418	0.300	NaN	0.300	0.335
12582.432	0.302	NaN	0.302	0.336
12586.591	0.360	NaN	0.360	0.331
12580.589	0.370	NaN	0.370	0.333
12582.688	0.299	NaN	0.299	0.335
12580.500	0.364	NaN	0.364	0.332
12576.469	0.334	NaN	0.334	0.335
12585.661	0.365	NaN	0.365	0.327
12579.287	0.337	NaN	0.337	0.327
12583.414	0.296	NaN	0.296	0.332
12577.563	0.289	NaN	0.289	0.330
12582.677	0.299	NaN	0.299	0.336
12578.627	0.294	NaN	0.294	0.326
12578.312	0.286	NaN	0.286	0.327
12577.865	0.294	NaN	0.294	0.328
12575.162	0.362	NaN	0.362	0.336
12579.910	0.364	NaN	0.364	0.329
12578.996	0.302	NaN	0.302	0.326
12580.856	0.371	NaN	0.371	0.334
12581.487	0.347	NaN	0.347	0.337
12578.417	0.310	NaN	0.310	0.326
12581.544	0.350	NaN	0.350	0.337
12584.264	0.326	NaN	0.326	0.328
12576.610	0.352	NaN	0.352	0.335
12577.436	0.298	NaN	0.298	0.330
12579.298	0.325	NaN	0.325	0.327
12578.241	0.285	NaN	0.285	0.327
12575.737	0.369	NaN	0.369	0.337
12581.564	0.333	NaN	0.333	0.337
12582.914	0.293	NaN	0.293	0.335
12583.569	0.294	NaN	0.294	0.331
12580.012	0.373	NaN	0.373	0.330
12581.941	0.322	NaN	0.322	0.337
12577.889	0.289	NaN	0.289	0.328
12581.731	0.335	NaN	0.335	0.337
12577.935	0.287	NaN	0.287	0.328
12577.456	0.294	NaN	0.294	0.330
12579.460	0.346	NaN	0.346	0.327
12582.943	0.289	NaN	0.289	0.334
12577.909	0.287	NaN	0.287	0.328
12575.913	0.361	NaN	0.361	0.337
12585.258	0.361	NaN	0.361	0.326
12579.123	0.317	NaN	0.317	0.326
12586.694	0.347	NaN	0.347	0.332
12582.092	0.316	NaN	0.316	0.337
12578.438	0.293	NaN	0.293	0.326
12582.052	0.324	NaN	0.324	0.337
12578.143	0.289	NaN	0.289	0.327
12584.986	0.353	NaN	0.353	0.326
12580.076	0.354	NaN	0.354	0.330
12580.132	0.372	NaN	0.372	0.330
12586.253	0.369	NaN	0.369	0.330
12577.870	0.288	NaN	0.288	0.328
12579.719	0.335	NaN	0.335	0.328
12584.542	0.326	NaN	0.326	0.327
12577.161	0.293	NaN	0.293	0.332
12577.436	0.309	NaN	0.309	0.330
12580.744	0.374	NaN	0.374	0.334
12580.758	0.367	NaN	0.367	0.334
12581.776	0.335	NaN	0.335	0.337
12578.824	0.319	NaN	0.319	0.326
12584.002	0.312	NaN	0.312	0.329
12580.204	0.365	NaN	0.365	0.331
12581.736	0.346	NaN	0.346	0.337
12578.024	0.285	NaN	0.285	0.328
12582.208	0.319	NaN	0.319	0.337
12575.963	0.368	NaN	0.368	0.337
12582.020	0.315	NaN	0.315	0.337
12580.175	0.368	NaN	0.368	0.331
12587.695	0.304	NaN	0.304	0.336
12574.524	0.324	NaN	0.324	0.334
12583.232	0.296	NaN	0.296	0.333
12578.780	0.312	NaN	0.312	0.326
12581.907	0.333	NaN	0.333	0.337
12576.327	0.350	NaN	0.350	0.336
12589.816	0.340	NaN	0.340	0.331
12584.991	0.356	NaN	0.356	0.326
12579.167	0.318	NaN	0.318	0.327
12570.444	0.365	NaN	0.365	0.334
12580.099	0.365	NaN	0.365	0.330
12581.937	0.323	NaN	0.323	0.337
12577.554	0.299	NaN	0.299	0.330
12574.985	0.366	NaN	0.366	0.336
12576.946	0.306	NaN	0.306	0.333
12575.527	0.367	NaN	0.367	0.337
12580.241	0.365	NaN	0.365	0.331
12580.601	0.365	NaN	0.365	0.333
12577.007	0.299	NaN	0.299	0.333
12572.424	0.291	NaN	0.291	0.326
12576.973	0.328	NaN	0.328	0.333
12577.911	0.295	NaN	0.295	0.328
12583.182	0.284	NaN	0.284	0.333
12575.841	0.364	NaN	0.364	0.337
12583.944	0.298	NaN	0.298	0.329
12581.422	0.360	NaN	0.360	0.336
12586.369	0.354	NaN	0.354	0.330
12586.036	0.364	NaN	0.364	0.329
12573.701	0.311	NaN	0.311	0.330
12578.270	0.290	NaN	0.290	0.327
12573.897	0.303	NaN	0.303	0.331
12574.785	0.348	NaN	0.348	0.335
12585.758	0.369	NaN	0.369	0.327
12580.905	0.370	NaN	0.370	0.334
12583.465	0.289	NaN	0.289	0.332
12579.737	0.347	NaN	0.347	0.328
12578.004	0.285	NaN	0.285	0.328
12582.668	0.290	NaN	0.290	0.336
12581.112	0.367	NaN	0.367	0.335
12595.655	0.367	NaN	0.367	0.334
12584.968	0.344	NaN	0.344	0.326
12571.636	0.333	NaN	0.333	0.328
12576.062	0.349	NaN	0.349	0.337
12585.702	0.367	NaN	0.367	0.327
12578.842	0.300	NaN	0.300	0.326
12569.863	0.364	NaN	0.364	0.336
12578.130	0.282	NaN	0.282	0.327
12584.609	0.350	NaN	0.350	0.327
12579.265	0.324	NaN	0.324	0.327
12575.778	0.366	NaN	0.366	0.337
12574.204	0.336	NaN	0.336	0.332
12579.202	0.321	NaN	0.321	0.327
12578.269	0.289	NaN	0.289	0.327
12576.569	0.323	NaN	0.323	0.335
12577.390	0.301	NaN	0.301	0.331
12578.756	0.306	NaN	0.306	0.326
12580.457	0.376	NaN	0.376	0.332
12580.057	0.361	NaN	0.361	0.330
12578.149	0.295	NaN	0.295	0.327
12573.242	0.286	NaN	0.286	0.328
12573.217	0.288	NaN	0.288	0.327
12570.233	0.370	NaN	0.370	0.335
12577.903	0.288	NaN	0.288	0.328
12574.679	0.333	NaN	0.333	0.335
12580.585	0.369	NaN	0.369	0.333
12574.527	0.354	NaN	0.354	0.334
12569.175	0.342	NaN	0.342	0.337
12574.641	0.331	NaN	0.331	0.335
12583.512	0.293	NaN	0.293	0.331
12574.496	0.325	NaN	0.325	0.334
12575.787	0.363	NaN	0.363	0.337
12576.358	0.367	NaN	0.367	0.336
12581.829	0.333	NaN	0.333	0.337
12582.470	0.308	NaN	0.308	0.336
12588.894	0.308	NaN	0.308	0.336
12580.754	0.362	NaN	0.362	0.334
12584.479	0.343	NaN	0.343	0.327
12583.422	0.289	NaN	0.289	0.332
12582.242	0.309	NaN	0.309	0.337
12579.243	0.310	NaN	0.310	0.327
12571.504	0.316	NaN	0.316	0.329
12582.832	0.283	NaN	0.283	0.335
12582.691	0.292	NaN	0.292	0.335
12581.998	0.340	NaN	0.340	0.337
12579.489	0.353	NaN	0.353	0.327
12580.854	0.360	NaN	0.360	0.334
12576.368	0.350	NaN	0.350	0.336
12574.648	0.347	NaN	0.347	0.335
12574.684	0.353	NaN	0.353	0.335
12578.750	0.299	NaN	0.299	0.326
12592.651	0.309	NaN	0.309	0.330
12573.040	0.291	NaN	0.291	0.327
12583.999	0.303	NaN	0.303	0.329
12573.267	0.284	NaN	0.284	0.328
12576.287	0.355	NaN	0.355	0.336
12584.025	0.312	NaN	0.312	0.329
12580.824	0.354	NaN	0.354	0.334
12582.575	0.291	NaN	0.291	0.336
12583.171	0.286	NaN	0.286	0.333
12580.946	0.364	NaN	0.364	0.335
12585.892	0.370	NaN	0.370	0.328
12571.253	0.350	NaN	0.350	0.330
12570.195	0.369	NaN	0.369	0.335
12574.581	0.339	NaN	0.339	0.334
12579.386	0.320	NaN	0.320	0.327
12577.474	0.291	NaN	0.291	0.330
12581.778	0.357	NaN	0.357	0.337
12576.915	0.319	NaN	0.319	0.333
12572.568	0.291	NaN	0.291	0.326
12580.792	0.375	NaN	0.375	0.334
12588.218	0.286	NaN	0.286	0.337
12580.591	0.366	NaN	0.366	0.333
12584.150	0.311	NaN	0.311	0.328
12576.728	0.330	NaN	0.330	0.334
12581.100	0.361	NaN	0.361	0.335
12577.917	0.291	NaN	0.291	0.328
12584.026	0.312	NaN	0.312	0.329
12579.258	0.324	NaN	0.324	0.327
12578.828	0.287	NaN	0.287	0.326
12584.934	0.357	NaN	0.357	0.326
12584.316	0.322	NaN	0.322	0.328
12584.396	0.314	NaN	0.314	0.327
12583.009	0.291	NaN	0.291	0.334
12578.784	0.309	NaN	0.309	0.326
12575.874	0.363	NaN	0.363	0.337
12576.985	0.335	NaN	0.335	0.333
12589.162	0.316	NaN	0.316	0.335
12582.296	0.317	NaN	0.317	0.337
12577.358	0.315	NaN	0.315	0.331
12581.060	0.367	NaN	0.367	0.335
12578.906	0.294	NaN	0.294	0.326
12582.782	0.284	NaN	0.284	0.335
12577.066	0.320	NaN	0.320	0.332
12578.726	0.293	NaN	0.293	0.326
12581.415	0.351	NaN	0.351	0.336
12577.638	0.296	NaN	0.296	0.329
12580.134	0.369	NaN	0.369	0.330
12578.295	0.295	NaN	0.295	0.327
12574.437	0.346	NaN	0.346	0.334
12579.268	0.330	NaN	0.330	0.327
12580.284	0.369	NaN	0.369	0.331
12573.700	0.305	NaN	0.305	0.330
12577.090	0.330	NaN	0.330	0.332
12579.591	0.339	NaN	0.339	0.328
12582.249	0.310	NaN	0.310	0.337
12586.650	0.345	NaN	0.345	0.332
12578.242	0.290	NaN	0.290	0.327
12582.925	0.291	NaN	0.291	0.334
12584.338	0.322	NaN	0.322	0.327
12567.445	0.297	NaN	0.297	0.330
12572.294	0.298	NaN	0.298	0.326
12583.954	0.322	NaN	0.322	0.329
12582.559	0.287	NaN	0.287	0.336
12572.077	0.320	NaN	0.320	0.327
12582.080	0.313	NaN	0.313	0.337
12575.679	0.372	NaN	0.372	0.337
12588.523	0.285	NaN	0.285	0.337
12582.210	0.318	NaN	0.318	0.337
12583.473	0.294	NaN	0.294	0.332
12583.768	0.303	NaN	0.303	0.330
12578.448	0.290	NaN	0.290	0.326
12587.579	0.305	NaN	0.305	0.336
12582.436	0.297	NaN	0.297	0.336
12583.244	0.286	NaN	0.286	0.333
12579.304	0.324	NaN	0.324	0.327
12591.451	0.358	NaN	0.358	0.326
12582.456	0.309	NaN	0.309	0.336
12582.434	0.298	NaN	0.298	0.336
12581.206	0.359	NaN	0.359	0.336
12580.485	0.367	NaN	0.367	0.332
12578.519	0.291	NaN	0.291	0.326
12580.654	0.363	NaN	0.363	0.333
12593.685	0.287	NaN	0.287	0.335
12578.682	0.295	NaN	0.295	0.326
12587.369	0.304	NaN	0.304	0.335
12578.971	0.303	NaN	0.303	0.326
12579.448	0.336	NaN	0.336	0.327
12578.026	0.295	NaN	0.295	0.328
12583.228	0.284	NaN	0.284	0.333
12585.836	0.369	NaN	0.369	0.328
12573.456	0.290	NaN	0.290	0.328
12578.104	0.284	NaN	0.284	0.327
12583.449	0.291	NaN	0.291	0.332
12575.885	0.369	NaN	0.369	0.337
12577.933	0.291	NaN	0.291	0.328
12593.613	0.291	NaN	0.291	0.335
12579.580	0.351	NaN	0.351	0.328
12580.162	0.367	NaN	0.367	0.331
12575.925	0.374	NaN	0.374	0.337
12584.505	0.321	NaN	0.321	0.327
12574.946	0.357	NaN	0.357	0.336
12582.673	0.289	NaN	0.289	0.336
12582.947	0.286	NaN	0.286	0.334
12576.129	0.358	NaN	0.358	0.336
12574.482	0.341	NaN	0.341	0.334
12575.134	0.370	NaN	0.370	0.336
12585.909	0.372	NaN	0.372	0.328
12584.834	0.343	NaN	0.343	0.326
12576.334	0.358	NaN	0.358	0.336
12577.283	0.294	NaN	0.294	0.331
12584.365	0.322	NaN	0.322	0.327
12580.593	0.370	NaN	0.370	0.333
12581.928	0.324	NaN	0.324	0.337
12579.784	0.335	NaN	0.335	0.329
12574.633	0.349	NaN	0.349	0.335
12585.879	0.371	NaN	0.371	0.328
12583.811	0.304	NaN	0.304	0.330
12573.813	0.296	NaN	0.296	0.330
12581.733	0.331	NaN	0.331	0.337
12583.187	0.289	NaN	0.289	0.333
12574.132	0.327	NaN	0.327	0.332
12577.607	0.300	NaN	0.300	0.329
12582.636	0.311	NaN	0.311	0.336
12579.022	0.330	NaN	0.330	0.326
12588.370	0.284	NaN	0.284	0.337
12577.629	0.298	NaN	0.298	0.329
12582.384	0.303	NaN	0.303	0.336
12579.157	0.316	NaN	0.316	0.326
12573.911	0.303	NaN	0.303	0.331
12578.689	0.288	NaN	0.288	0.326
12578.272	0.289	NaN	0.289	0.327
12578.345	0.292	NaN	0.292	0.327
12578.582	0.297	NaN	0.297	0.326
12581.841	0.340	NaN	0.340	0.337
12575.758	0.373	NaN	0.373	0.337
12581.182	0.373	NaN	0.373	0.336
12578.841	0.319	NaN	0.319	0.326
12577.746	0.287	NaN	0.287	0.329
12578.936	0.305	NaN	0.305	0.326
12584.322	0.332	NaN	0.332	0.328
12576.326	0.345	NaN	0.345	0.336
12574.399	0.339	NaN	0.339	0.333
12575.868	0.372	NaN	0.372	0.337
12578.073	0.289	NaN	0.289	0.327
12573.787	0.308	NaN	0.308	0.330
12576.913	0.326	NaN	0.326	0.333
12571.915	0.332	NaN	0.332	0.327
12574.541	0.333	NaN	0.333	0.334
12579.469	0.332	NaN	0.332	0.327
12570.610	0.372	NaN	0.372	0.333
12577.279	0.297	NaN	0.297	0.331
12576.511	0.353	NaN	0.353	0.335
12580.887	0.370	NaN	0.370	0.334
12574.609	0.333	NaN	0.333	0.334
12580.479	0.370	NaN	0.370	0.332
12584.232	0.322	NaN	0.322	0.328
12581.172	0.357	NaN	0.357	0.336
12588.399	0.283	NaN	0.283	0.337
12587.049	0.308	NaN	0.308	0.334
12576.535	0.339	NaN	0.339	0.335
12579.694	0.334	NaN	0.334	0.328
12581.534	0.352	NaN	0.352	0.337
12578.954	0.298	NaN	0.298	0.326
12573.838	0.300	NaN	0.300	0.330
12577.103	0.307	NaN	0.307	0.332
12584.609	0.342	NaN	0.342	0.327
12585.047	0.356	NaN	0.356	0.326
12575.582	0.369	NaN	0.369	0.337
12574.579	0.335	NaN	0.335	0.334
12577.820	0.294	NaN	0.294	0.328
12575.077	0.356	NaN	0.356	0.336
12579.520	0.352	NaN	0.352	0.328
12579.087	0.319	NaN	0.319	0.326
12582.601	0.298	NaN	0.298	0.336
12585.539	0.370	NaN	0.370	0.327
12579.070	0.319	NaN	0.319	0.326
12584.385	0.311	NaN	0.311	0.327
12576.207	0.356	NaN	0.356	0.336
12577.757	0.291	NaN	0.291	0.329
12574.385	0.327	NaN	0.327	0.333
12575.332	0.373	NaN	0.373	0.337
12586.418	0.353	NaN	0.353	0.330
12586.160	0.362	NaN	0.362	0.329
12573.070	0.289	NaN	0.289	0.327
12572.978	0.288	NaN	0.288	0.327
12579.813	0.345	NaN	0.345	0.329
12581.902	0.346	NaN	0.346	0.337
12584.576	0.325	NaN	0.325	0.327
12574.685	0.348	NaN	0.348	0.335
12577.932	0.291	NaN	0.291	0.328
12580.270	0.358	NaN	0.358	0.331
12583.841	0.294	NaN	0.294	0.330
12583.630	0.285	NaN	0.285	0.331
12578.346	0.295	NaN	0.295	0.327
12580.107	0.358	NaN	0.358	0.330
12578.774	0.293	NaN	0.293	0.326
12576.475	0.352	NaN	0.352	0.335
12582.012	0.321	NaN	0.321	0.337
12575.348	0.374	NaN	0.374	0.337
12578.180	0.285	NaN	0.285	0.327
12581.749	0.347	NaN	0.347	0.337
12577.509	0.311	NaN	0.311	0.330
12582.318	0.319	NaN	0.319	0.337
12578.015	0.288	NaN	0.288	0.328
12579.203	0.319	NaN	0.319	0.327
12578.820	0.302	NaN	0.302	0.326
12587.744	0.305	NaN	0.305	0.336
12582.155	0.328	NaN	0.328	0.337
12583.494	0.290	NaN	0.290	0.332
12580.043	0.369	NaN	0.369	0.330
12579.664	0.330	NaN	0.330	0.328
12579.816	0.352	NaN	0.352	0.329
12577.039	0.324	NaN	0.324	0.332
12578.266	0.291	NaN	0.291	0.327
12584.099	0.306	NaN	0.306	0.328
12580.692	0.372	NaN	0.372	0.333
12580.467	0.372	NaN	0.372	0.332
12582.744	0.292	NaN	0.292	0.335
12582.508	0.319	NaN	0.319	0.336
12577.557	0.299	NaN	0.299	0.330
12578.921	0.314	NaN	0.314	0.326
12576.680	0.341	NaN	0.341	0.334
12580.877	0.374	NaN	0.374	0.334
12582.476	0.291	NaN	0.291	0.336
12580.357	0.373	NaN	0.373	0.332
12578.231	0.293	NaN	0.293	0.327
12578.735	0.295	NaN	0.295	0.326
12579.807	0.357	NaN	0.357	0.329
12580.746	0.374	NaN	0.374	0.334
12575.552	0.369	NaN	0.369	0.337
12577.314	0.304	NaN	0.304	0.331
12579.391	0.325	NaN	0.325	0.327
12580.772	0.369	NaN	0.369	0.334
12574.663	0.352	NaN	0.352	0.335
12581.720	0.332	NaN	0.332	0.337
12587.645	0.296	NaN	0.296	0.336
12577.735	0.288	NaN	0.288	0.329
12576.755	0.331	NaN	0.331	0.334
12578.474	0.293	NaN	0.293	0.326
12579.020	0.300	NaN	0.300	0.326
12584.801	0.367	NaN	0.367	0.326
12577.017	0.311	NaN	0.311	0.333
12570.964	0.351	NaN	0.351	0.331
12573.669	0.300	NaN	0.300	0.329
12577.677	0.291	NaN	0.291	0.329
12579.482	0.334	NaN	0.334	0.327
12579.031	0.303	NaN	0.303	0.326
12582.810	0.286	NaN	0.286	0.335
12570.002	0.370	NaN	0.370	0.336
12580.686	0.362	NaN	0.362	0.333
12579.900	0.350	NaN	0.350	0.329
12577.420	0.306	NaN	0.306	0.330
12573.215	0.288	NaN	0.288	0.327
12578.672	0.297	NaN	0.297	0.326
12580.720	0.374	NaN	0.374	0.334
12577.474	0.315	NaN	0.315	0.330
12574.142	0.339	NaN	0.339	0.332
12589.695	0.342	NaN	0.342	0.332
12578.617	0.293	NaN	0.293	0.326
12585.125	0.345	NaN	0.345	0.326
12579.231	0.322	NaN	0.322	0.327
12570.328	0.369	NaN	0.369	0.335
12587.503	0.311	NaN	0.311	0.336
12587.383	0.310	NaN	0.310	0.335
12584.711	0.345	NaN	0.345	0.326
12582.733	0.300	NaN	0.300	0.335
12580.278	0.365	NaN	0.365	0.331
12586.006	0.370	NaN	0.370	0.328
12586.780	0.322	NaN	0.322	0.332
12579.960	0.364	NaN	0.364	0.330
12577.152	0.321	NaN	0.321	0.332
12578.149	0.289	NaN	0.289	0.327
12584.158	0.299	NaN	0.299	0.328
12581.395	0.361	NaN	0.361	0.336
12582.757	0.293	NaN	0.293	0.335
12582.105	0.320	NaN	0.320	0.337
12577.229	0.313	NaN	0.313	0.331
12581.618	0.347	NaN	0.347	0.337
12575.670	0.371	NaN	0.371	0.337
12574.942	0.356	NaN	0.356	0.336
12574.031	0.305	NaN	0.305	0.331
12584.034	0.324	NaN	0.324	0.329
12579.222	0.319	NaN	0.319	0.327
12576.792	0.341	NaN	0.341	0.334
12572.517	0.288	NaN	0.288	0.326
12580.415	0.372	NaN	0.372	0.332
12582.661	0.302	NaN	0.302	0.336
12582.415	0.324	NaN	0.324	0.336
12586.970	0.326	NaN	0.326	0.333
12583.191	0.290	NaN	0.290	0.333
12573.677	0.304	NaN	0.304	0.330
12577.390	0.304	NaN	0.304	0.331
12580.505	0.374	NaN	0.374	0.332
12576.072	0.361	NaN	0.361	0.337
12592.791	0.289	NaN	0.289	0.331
12579.708	0.353	NaN	0.353	0.328
12578.176	0.286	NaN	0.286	0.327
12576.492	0.353	NaN	0.353	0.335
12580.436	0.372	NaN	0.372	0.332
12589.395	0.333	NaN	0.333	0.334
12573.796	0.287	NaN	0.287	0.330
12576.670	0.348	NaN	0.348	0.334
12587.185	0.332	NaN	0.332	0.334
12583.057	0.294	NaN	0.294	0.334
12590.224	0.365	NaN	0.365	0.329
12574.756	0.342	NaN	0.342	0.335
12575.444	0.369	NaN	0.369	0.337
12578.505	0.291	NaN	0.291	0.326
12582.304	0.325	NaN	0.325	0.337
12579.114	0.310	NaN	0.310	0.326
12573.865	0.307	NaN	0.307	0.331
12581.041	0.372	NaN	0.372	0.335
12577.429	0.303	NaN	0.303	0.330
12580.314	0.373	NaN	0.373	0.331
12585.008	0.351	NaN	0.351	0.326
12577.561	0.297	NaN	0.297	0.330
12580.330	0.366	NaN	0.366	0.331
12580.777	0.373	NaN	0.373	0.334
12580.122	0.371	NaN	0.371	0.330
12583.008	0.290	NaN	0.290	0.334
12584.873	0.342	NaN	0.342	0.326
12582.453	0.293	NaN	0.293	0.336
12586.902	0.324	NaN	0.324	0.333
12592.316	0.315	NaN	0.315	0.329
12586.067	0.367	NaN	0.367	0.329
12585.444	0.365	NaN	0.365	0.326
12576.788	0.349	NaN	0.349	0.334
12579.069	0.317	NaN	0.317	0.326
12579.570	0.343	NaN	0.343	0.328
12573.411	0.291	NaN	0.291	0.328
12588.812	0.288	NaN	0.288	0.336
12572.927	0.289	NaN	0.289	0.327
12581.480	0.339	NaN	0.339	0.337
12585.319	0.366	NaN	0.366	0.326
12590.743	0.361	NaN	0.361	0.327
12576.605	0.319	NaN	0.319	0.335
12581.638	0.352	NaN	0.352	0.337
12584.362	0.350	NaN	0.350	0.327
12581.638	0.353	NaN	0.353	0.337
12576.444	0.338	NaN	0.338	0.335
12580.614	0.374	NaN	0.374	0.333
12577.687	0.301	NaN	0.301	0.329
12586.685	0.361	NaN	0.361	0.332
12575.116	0.360	NaN	0.360	0.336
12578.281	0.288	NaN	0.288	0.327
12595.521	0.371	NaN	0.371	0.334
12586.939	0.329	NaN	0.329	0.333
12582.333	0.314	NaN	0.314	0.337
12579.954	0.355	NaN	0.355	0.329
12590.710	0.379	NaN	0.379	0.327
12580.057	0.374	NaN	0.374	0.330
12571.391	0.350	NaN	0.350	0.329
12578.773	0.298	NaN	0.298	0.326
12578.388	0.286	NaN	0.286	0.326
12581.077	0.372	NaN	0.372	0.335
12577.554	0.294	NaN	0.294	0.330
12566.846	0.310	NaN	0.310	0.327
12583.279	0.284	NaN	0.284	0.333
12575.926	0.373	NaN	0.373	0.337
12576.372	0.363	NaN	0.363	0.336
12578.835	0.303	NaN	0.303	0.326
12581.776	0.324	NaN	0.324	0.337
12580.097	0.368	NaN	0.368	0.330
12575.335	0.365	NaN	0.365	0.337
12587.109	0.341	NaN	0.341	0.334
12584.815	0.339	NaN	0.339	0.326
12583.347	0.291	NaN	0.291	0.332
12582.393	0.292	NaN	0.292	0.336
12579.758	0.352	NaN	0.352	0.329
12577.157	0.324	NaN	0.324	0.332
12582.993	0.291	NaN	0.291	0.334
12581.979	0.325	NaN	0.325	0.337
12580.846	0.373	NaN	0.373	0.334
12582.576	0.301	NaN	0.301	0.336
12578.670	0.294	NaN	0.294	0.326
12583.943	0.315	NaN	0.315	0.329
12584.845	0.340	NaN	0.340	0.326
12583.343	0.290	NaN	0.290	0.332
12582.100	0.326	NaN	0.326	0.337
12574.400	0.322	NaN	0.322	0.333
12579.204	0.309	NaN	0.309	0.327
12576.084	0.368	NaN	0.368	0.336
12587.640	0.295	NaN	0.295	0.336
12585.780	0.371	NaN	0.371	0.327
12580.795	0.383	NaN	0.383	0.334
12583.372	0.291	NaN	0.291	0.332
12585.603	0.378	NaN	0.378	0.327
12590.350	0.370	NaN	0.370	0.329
12582.892	0.285	NaN	0.285	0.335
12574.402	0.348	NaN	0.348	0.333
12585.321	0.372	NaN	0.372	0.326
12573.482	0.295	NaN	0.295	0.329
12584.761	0.350	NaN	0.350	0.326
12572.430	0.313	NaN	0.313	0.326
12579.857	0.369	NaN	0.369	0.329
12584.941	0.366	NaN	0.366	0.326
12587.982	0.291	NaN	0.291	0.337
12579.631	0.353	NaN	0.353	0.328
12573.199	0.303	NaN	0.303	0.327
12588.136	0.290	NaN	0.290	0.337
12587.719	0.301	NaN	0.301	0.336
12576.113	0.371	NaN	0.371	0.336
12583.287	0.290	NaN	0.290	0.333
12583.243	0.290	NaN	0.290	0.333
12591.739	0.343	NaN	0.343	0.327
12582.383	0.294	NaN	0.294	0.336
12580.271	0.372	NaN	0.372	0.331
12565.846	0.365	NaN	0.365	0.326
12592.998	0.317	NaN	0.317	0.332
12549.091	0.316	NaN	0.316	0.332
12584.807	0.373	NaN	0.373	0.326
12578.443	0.298	NaN	0.298	0.326
12583.708	0.295	NaN	0.295	0.330
12577.596	0.296	NaN	0.296	0.329
12573.211	0.293	NaN	0.293	0.327
12566.679	0.332	NaN	0.332	0.327
12579.370	0.324	NaN	0.324	0.327
12576.238	0.352	NaN	0.352	0.336
12583.341	0.289	NaN	0.289	0.332
